,user_id,item_id,score,rank
148,15,288,1.7125412,9
149,15,245,1.6845441,10
150,16,64,4.95014,1
151,16,50,3.650191,2
152,16,187,3.5445626,3
153,16,23,3.2014382,4
154,16,97,2.9920902,5
155,16,210,2.975527,6
156,16,194,2.9642756,7
157,16,196,2.8397012,8
158,16,132,2.786211,9
159,16,483,2.7825642,10
160,17,50,0.97133505,1
161,17,1,0.8823684,2
162,17,237,0.82320666,3
163,17,258,0.78565854,4
164,17,9,0.76588196,5
165,17,275,0.7162443,6
166,17,181,0.7072318,7
167,17,124,0.69610685,8
168,17,257,0.68380016,9
169,17,117,0.6750156,10
170,18,86,4.641298,1
171,18,496,4.280506,2
172,18,173,3.9511704,3
173,18,511,3.7686586,4
174,18,124,3.6129875,5
175,18,655,3.2517915,6
176,18,202,3.101191,7
177,18,531,3.0699503,8
178,18,507,3.044093,9
179,18,484,2.9815094,10
180,19,313,0.41715443,1
181,19,302,0.3916611,2
182,19,50,0.37592557,3
183,19,300,0.36423817,4
184,19,269,0.3572089,5
185,19,272,0.32754606,6
186,19,168,0.31764728,7
187,19,173,0.31624678,8
188,19,181,0.31241333,9
189,19,258,0.3064876,10
190,20,172,1.4116018,1
191,20,222,1.2801481,2
192,20,117,1.2651306,3
193,20,237,1.2347323,4
194,20,173,1.2280747,5
195,20,257,1.1989784,6
196,20,294,1.1775903,7
197,20,71,1.1270123,8
198,20,28,1.1234996,9
199,20,118,1.120204,10
200,21,333,2.4037156,1
201,21,475,2.3481388,2
202,21,313,2.2994204,3
203,21,151,2.231867,4
204,21,508,2.0868962,5
205,21,307,2.073054,6
206,21,276,1.9872346,7
207,21,181,1.9384197,8
208,21,222,1.9093382,9
209,21,447,1.9073255,10
210,22,79,3.36763,1
211,22,183,2.8392856,2
212,22,22,2.712517,3
213,22,82,2.6644506,4
214,22,257,2.4777215,5
215,22,95,2.1533544,6
216,22,1,2.1267788,7
217,22,56,2.1181445,8
218,22,177,2.0022342,9
219,22,578,1.9700379,10
220,23,168,4.1896358,1
221,23,172,3.9429498,2
222,23,210,3.235482,3
223,23,169,2.7844615,4
224,23,135,2.7639115,5
225,23,474,2.6177363,6
226,23,208,2.6141434,7
227,23,186,2.4857347,8
228,23,179,2.4762917,9
229,23,258,2.475321,10
230,24,50,3.0755336,1
231,24,64,2.5018759,2
232,24,1,2.134154,3
233,24,423,1.9940548,4
234,24,22,1.8886396,5
235,24,181,1.8732996,6
236,24,196,1.8423162,7
237,24,174,1.8401253,8
238,24,15,1.7565352,9
239,24,28,1.6202407,10
240,25,181,2.9404066,1
241,25,172,2.367819,2
242,25,168,2.3211212,3
243,25,483,2.0840006,4
244,25,100,1.9768467,5
245,25,210,1.9428899,6
246,25,496,1.9008105,7
247,25,222,1.8665417,8
248,25,191,1.8542305,9
249,25,132,1.7629689,10
250,26,258,3.2109327,1
251,26,125,2.3395925,2
252,26,15,2.3202293,3
253,26,25,2.17608,4
254,26,273,2.0503006,5
255,26,275,1.9106504,6
256,26,124,1.8854026,7
257,26,147,1.8374708,8
258,26,245,1.8318676,9
259,26,285,1.6615984,10
260,27,7,0.84969074,1
261,27,258,0.74988127,2
262,27,276,0.71787506,3
263,27,121,0.68803823,4
264,27,1,0.6824497,5
265,27,237,0.6739451,6
266,27,117,0.641921,7
267,27,222,0.6321755,8
268,27,181,0.60928035,9
269,27,475,0.6031872,10
270,28,183,2.631809,1
271,28,98,2.4332511,2
272,28,181,2.2343955,3
273,28,7,2.1783524,4
274,28,234,1.9064674,5
275,28,135,1.6752684,6
276,28,172,1.6397885,7
277,28,121,1.5918223,8
278,28,127,1.5219332,9
279,28,22,1.5048676,10
280,29,313,1.5683395,1
281,29,272,1.391146,2
282,29,258,1.3163476,3
283,29,315,1.2249794,4
284,29,328,1.2146474,5
285,29,333,1.1093419,6
286,29,307,1.0337137,7
287,29,327,1.0264311,8
288,29,340,1.0228592,9
289,29,316,1.0206381,10
290,30,300,1.7115887,1
291,30,181,1.39073,2
292,30,286,1.3582307,3
293,30,302,1.2954398,4
294,30,328,1.1991252,5
295,30,269,1.1578208,6
296,30,272,1.1502539,7
297,30,173,1.0217676,8
298,30,288,0.96741205,9
299,30,333,0.9605432,10
300,31,302,0.9275495,1
301,31,269,0.73710775,2
302,31,603,0.6537745,3
303,31,654,0.59105057,4
304,31,23,0.5612239,5
305,31,479,0.55825716,6
306,31,286,0.55044866,7
307,31,134,0.5385586,8
308,31,480,0.537527,9
309,31,474,0.52636206,10
310,32,1,1.8175118,1
311,32,258,1.531876,2
312,32,151,1.4663941,3
313,32,121,1.4489685,4
314,32,117,1.3598562,5
315,32,276,1.2064812,6
316,32,237,1.1657281,7
317,32,294,1.149424,8
318,32,250,1.1080242,9
319,32,286,1.0158801,10
320,33,258,1.1537863,1
321,33,313,1.0989374,2
322,33,328,0.9167464,3
323,33,302,0.8805237,4
324,33,333,0.8264023,5
325,33,307,0.78792644,6
326,33,286,0.7486305,7
327,33,272,0.73004687,8
328,33,326,0.71185464,9
329,33,748,0.6608377,10
330,34,258,0.43639427,1
331,34,313,0.40211797,2
332,34,302,0.36463365,3
333,34,300,0.34268013,4
334,34,286,0.32533723,5
335,34,328,0.30667266,6
336,34,333,0.29500937,7
337,34,307,0.2913322,8
338,34,272,0.28235376,9
339,34,268,0.27036595,10
340,35,313,1.2259744,1
341,35,302,1.067355,2
342,35,286,0.92823535,3
343,35,272,0.8741153,4
344,35,307,0.85004824,5
345,35,288,0.84769183,6
346,35,294,0.77938193,7
347,35,315,0.73440576,8
348,35,269,0.7092778,9
349,35,751,0.66353226,10
350,36,313,0.594751,1
351,36,258,0.5755615,2
352,36,300,0.5690828,3
353,36,302,0.52989304,4
354,36,328,0.48800334,5
355,36,307,0.43692818,6
356,36,272,0.4164548,7
357,36,294,0.40817294,8
358,36,286,0.39926845,9
359,36,326,0.38488993,10
360,37,228,2.0794592,1
361,37,79,2.036106,2
362,37,222,1.9865865,3
363,37,144,1.9003083,4
364,37,183,1.8814254,5
365,37,684,1.7783936,6
366,37,117,1.7767646,7
367,37,181,1.7558587,8
368,37,227,1.6665632,9
369,37,431,1.6044946,10
370,38,143,2.5726583,1
371,38,95,2.3257673,2
372,38,132,2.166299,3
373,38,215,2.1385102,4
374,38,496,2.0788805,5
375,38,151,2.0260592,6
376,38,181,1.9831889,7
377,38,98,1.9112374,8
378,38,15,1.892244,9
379,38,121,1.8768629,10
380,39,313,1.265789,1
381,39,300,1.2222093,2
382,39,258,1.1487776,3
383,39,286,1.0074841,4
384,39,328,0.96358895,5
385,39,315,0.86175287,6
386,39,333,0.8573665,7
387,39,268,0.78522456,8
388,39,340,0.7503352,9
389,39,326,0.740739,10
390,40,313,1.6161762,1
391,40,258,1.3610858,2
392,40,315,1.1757767,3
393,40,307,1.0750028,4
394,40,333,1.060135,5
395,40,326,0.9718486,6
396,40,751,0.955656,7
397,40,301,0.9340825,8
398,40,340,0.92617875,9
399,40,690,0.91150653,10
400,41,172,2.2328038,1
401,41,98,2.2119894,2
402,41,127,1.7756956,3
403,41,204,1.770032,4
404,41,64,1.7150406,5
405,41,210,1.6996585,6
406,41,483,1.618576,7
407,41,22,1.447359,8
408,41,12,1.4466197,9
409,41,89,1.4129527,10
410,42,423,4.3754706,1
411,42,22,3.9741755,2
412,42,393,3.4619684,3
413,42,117,3.3704646,4
414,42,588,3.36145,5
415,42,191,2.948306,6
416,42,133,2.6981049,7
417,42,56,2.5990074,8
418,42,8,2.5736544,9
419,42,739,2.5598176,10
420,43,204,4.637564,1
421,43,22,3.8630538,2
422,43,83,3.4446142,3
423,43,125,3.3120816,4
424,43,151,2.9784627,5
425,43,255,2.8632746,6
426,43,451,2.845349,7
427,43,419,2.766379,8
428,43,282,2.7005155,9
429,43,194,2.6503367,10
430,44,210,3.5500512,1
431,44,195,3.3447335,2
432,44,258,3.1517897,3
433,44,79,3.0511496,4
434,44,28,3.0249293,5
435,44,127,2.5775547,6
436,44,234,2.5576823,7
437,44,483,2.5243368,8
438,44,265,2.5035307,9
439,44,186,2.39463,10
440,45,121,2.1224205,1
441,45,117,2.012543,2
442,45,405,1.8494933,3
443,45,118,1.6984034,4
444,45,125,1.6916593,5
445,45,25,1.6781127,6
446,45,222,1.5471289,7
447,45,9,1.3002232,8
448,45,475,1.2873331,9
449,45,471,1.2109593,10
450,46,258,1.4114202,1
451,46,313,1.1356199,2
452,46,288,1.0214736,3
453,46,302,0.9489442,4
454,46,328,0.8578494,5
455,46,333,0.80742174,6
456,46,269,0.7871942,7
457,46,181,0.7770845,8
458,46,272,0.72994715,9
459,46,307,0.7184337,10
460,47,313,1.369654,1
461,47,302,1.3198599,2
462,47,300,1.2601552,3
463,47,272,1.044117,4
464,47,328,0.98859304,5
465,47,315,0.8748957,6
466,47,333,0.8590254,7
467,47,268,0.83663285,8
468,47,340,0.7953691,9
469,47,326,0.79374963,10
470,48,174,2.4132237,1
471,48,135,1.9471443,2
472,48,127,1.9062937,3
473,48,603,1.8016543,4
474,48,134,1.738923,5
475,48,168,1.725812,6
476,48,474,1.6743652,7
477,48,197,1.6281658,8
478,48,318,1.6263901,9
479,48,69,1.5675938,10
480,49,288,2.8942301,1
481,49,47,2.22306,2
482,49,109,2.1115391,3
483,49,559,2.0815284,4
484,49,246,2.0052757,5
485,49,156,1.9569188,6
486,49,169,1.9382571,7
487,49,150,1.8803495,8
488,49,24,1.8666677,9
489,49,408,1.8639416,10
490,50,475,0.74184316,1
491,50,7,0.56349784,2
492,50,286,0.56053007,3
493,50,258,0.537306,4
494,50,302,0.5322264,5
495,50,9,0.4816842,6
496,50,93,0.45834777,7
497,50,333,0.45124412,8
498,50,340,0.43824703,9
499,50,313,0.43570036,10
500,51,174,1.17194,1
501,51,168,0.9489278,2
502,51,1,0.9318279,3
503,51,204,0.7962236,4
504,51,95,0.69704086,5
505,51,195,0.6824131,6
506,51,222,0.6585497,7
507,51,98,0.653891,8
508,51,257,0.63748735,9
509,51,202,0.6350322,10
510,52,1,2.3447676,1
511,52,276,2.2565546,2
512,52,9,2.243677,3
513,52,50,2.200131,4
514,52,286,1.935408,5
515,52,125,1.8032984,6
516,52,181,1.6841801,7
517,52,405,1.6026304,8
518,52,508,1.5174191,9
519,52,118,1.4844896,10
520,53,1,1.3458346,1
521,53,181,1.2701288,2
522,53,117,1.2286873,3
523,53,100,1.2230582,4
524,53,222,1.1633655,5
525,53,237,1.089362,6
526,53,405,1.0835727,7
527,53,742,0.9100599,8
528,53,125,0.897537,9
529,53,282,0.833335,10
530,54,300,2.4409869,1
531,54,222,2.386866,2
532,54,294,2.3009958,3
533,54,742,2.235918,4
534,54,282,2.0414026,5
535,54,125,1.9518139,6
536,54,286,1.9325178,7
537,54,313,1.8482296,8
538,54,298,1.8322501,9
539,54,15,1.7530333,10
540,55,1,1.0562285,1
541,55,222,1.0363129,2
542,55,100,0.86178553,3
543,55,405,0.81019026,4
544,55,257,0.75641626,5
545,55,127,0.7327788,6
546,55,176,0.7139604,7
547,55,172,0.7037049,8
548,55,237,0.6870076,9
549,55,258,0.6657342,10
550,56,222,3.5109832,1
551,56,121,3.3503308,2
552,56,71,3.106763,3
553,56,257,2.6723278,4
554,56,318,2.6586614,5
555,56,431,2.5953612,6
556,56,566,2.4310956,7
557,56,12,2.373609,8
558,56,496,2.347071,9
559,56,4,2.2758322,10
560,57,742,3.1167479,1
561,57,118,3.0594945,2
562,57,25,2.6735816,3
563,57,276,2.5785127,4
564,57,127,2.300776,5
565,57,9,2.027433,6
566,57,300,2.022161,7
567,57,255,1.967823,8
568,57,274,1.963937,9
569,57,508,1.9586542,10
570,58,100,5.050916,1
571,58,173,3.7566164,2
572,58,286,2.8552194,3
573,58,83,2.5302072,4
574,58,179,2.5254214,5
575,58,14,2.493051,6
576,58,302,2.4190857,7
577,58,186,2.39704,8
578,58,285,2.390829,9
579,58,357,2.3432941,10
580,59,196,4.218754,1
581,59,509,3.9862683,2
582,59,23,3.965561,3
583,59,213,3.6698887,4
584,59,153,3.659419,5
585,59,631,3.6366735,6
586,59,223,3.6311076,7
587,59,164,3.5718136,8
588,59,154,3.557773,9
589,59,157,3.510964,10
590,60,427,3.8484077,1
591,60,191,3.7682252,2
592,60,208,3.6295414,3
593,60,432,3.5312726,4
594,60,127,3.5094438,5
595,60,657,3.4500744,6
596,60,527,3.3149333,7
597,60,526,3.307836,8
598,60,99,3.250362,9
599,60,520,3.2095418,10
600,61,313,1.1088868,1
601,61,302,0.9906551,2
602,61,286,0.9049218,3
603,61,328,0.8682023,4
604,61,272,0.81758726,5
605,61,307,0.7246682,6
606,61,315,0.68204296,7
607,61,326,0.67707205,8
608,61,288,0.6434216,9
609,61,690,0.6026065,10
610,62,12,3.187445,1
611,62,79,3.136304,2
612,62,175,3.0520468,3
613,62,200,2.923739,4
614,62,25,2.763016,5
615,62,137,2.6939008,6
616,62,11,2.6739876,7
617,62,234,2.535844,8
618,62,265,2.4801564,9
619,62,257,2.4488425,10
620,63,100,2.9886668,1
621,63,50,2.4543111,2
622,63,275,2.3034935,3
623,63,7,2.207359,4
624,63,313,1.944617,5
625,63,117,1.9063797,6
626,63,151,1.8453164,7
627,63,124,1.7679473,8
628,63,9,1.724941,9
629,63,248,1.6160867,10
630,64,176,4.7069407,1
631,64,204,3.9708893,2
632,64,357,3.4266663,3
633,64,180,2.9615903,4
634,64,483,2.8212497,5
635,64,200,2.6240158,6
636,64,474,2.553161,7
637,64,286,2.3513582,8
638,64,684,2.2872052,9
639,64,427,2.251096,10
640,65,196,2.4072273,1
641,65,97,2.4008002,2
642,65,357,2.3462608,3
643,65,174,2.302739,4
644,65,204,2.1520696,5
645,65,22,2.1417558,6
646,65,496,2.0778797,7
647,65,132,2.0269349,8
648,65,143,1.9695115,9
649,65,71,1.9518762,10
650,66,100,1.752565,1
651,66,117,1.6270176,2
652,66,1,1.5655341,3
653,66,276,1.286866,4
654,66,125,1.2663852,5
655,66,181,1.2466135,6
656,66,118,1.2447561,7
657,66,7,1.2331719,8
658,66,471,1.1238102,9
659,66,111,1.0688679,10
660,67,121,1.0732379,1
661,67,405,1.0431463,2
662,67,100,1.0091981,3
663,67,118,0.93634117,4
664,67,742,0.9269699,5
665,67,237,0.8929118,6
666,67,1,0.8717519,7
667,67,282,0.82113016,8
668,67,151,0.8166882,9
669,67,257,0.7810101,10
670,68,100,1.6972982,1
671,68,1,1.5444442,2
672,68,7,1.3508463,3
673,68,237,1.3314279,4
674,68,222,1.230977,5
675,68,117,1.1425655,6
676,68,15,1.1321422,7
677,68,151,1.1077193,8
678,68,300,1.0129668,9
679,68,257,1.0037656,10
680,69,1,2.318783,1
681,69,127,2.1251626,2
682,69,276,2.0231855,3
683,69,258,1.8595614,4
684,69,56,1.8143739,5
685,69,121,1.7178606,6
686,69,257,1.6596333,7
687,69,12,1.5781138,8
688,69,286,1.480483,9
689,69,293,1.4777479,10
690,70,50,5.0852923,1
691,70,210,3.3751976,2
692,70,82,2.8282988,3
693,70,419,2.6237445,4
694,70,195,2.5650156,5
695,70,258,2.3614461,6
696,70,153,2.2017004,7
697,70,98,2.18471,8
698,70,144,1.8879716,9
699,70,154,1.8738204,10
700,71,1,1.2526604,1
701,71,127,1.1159751,2
702,71,56,1.0121263,3
703,71,7,0.9998371,4
704,71,172,0.9704623,5
705,71,258,0.9631412,6
706,71,173,0.9562529,7
707,71,318,0.9274999,8
708,71,483,0.8975581,9
709,71,191,0.87003046,10
710,72,22,3.6881788,1
711,72,182,3.1535597,2
712,72,651,2.8108575,3
713,72,216,2.7873957,4
714,72,195,2.7342336,5
715,72,183,2.7288117,6
716,72,11,2.6597528,7
717,72,282,2.5797772,8
718,72,483,2.475062,9
719,72,234,2.4261284,10
720,73,56,2.0004575,1
721,73,50,1.9684212,2
722,73,98,1.8320535,3
723,73,12,1.6612934,4
724,73,168,1.6279455,5
725,73,127,1.5756109,6
726,73,174,1.5745097,7
727,73,475,1.5701036,8
728,73,238,1.5536013,9
729,73,357,1.4671112,10
730,74,286,2.088975,1
731,74,288,1.8476146,2
732,74,272,1.6443324,3
733,74,269,1.6229466,4
734,74,326,1.3240817,5
735,74,327,1.2872972,6
736,74,332,1.1558412,7
737,74,748,1.1450648,8
738,74,316,1.1358148,9
739,74,750,1.1268951,10
740,75,121,2.5880208,1
741,75,7,2.4070265,2
742,75,237,2.329364,3
743,75,50,2.2557337,4
744,75,257,2.2472951,5
745,75,181,2.1805568,6
746,75,276,2.0015364,7
747,75,15,1.8615091,8
748,75,282,1.801032,9
749,75,546,1.7009991,10
750,76,100,2.2779825,1
751,76,127,1.9597017,2
752,76,475,1.9406048,3
753,76,302,1.7480524,4
754,76,357,1.6835938,5
755,76,180,1.5453097,6
756,76,11,1.5429868,7
757,76,268,1.4557886,8
758,76,187,1.4551501,9
759,76,238,1.4464481,10
760,77,172,2.5931334,1
761,77,168,2.2715697,2
762,77,195,2.1170936,3
763,77,7,2.1157467,4
764,77,135,1.8950762,5
765,77,79,1.7490929,6
766,77,204,1.7015942,7
767,77,474,1.679826,8
768,77,22,1.666509,9
769,77,258,1.5595287,10
770,78,100,0.510343,1
771,78,282,0.478698,2
772,78,15,0.47378194,3
773,78,742,0.4518339,4
774,78,276,0.4481613,5
775,78,117,0.43198344,6
776,78,125,0.42576474,7
777,78,1,0.42573124,8
778,78,121,0.39541724,9
779,78,9,0.38101277,10
780,79,269,1.8620645,1
781,79,100,1.8151878,2
782,79,14,1.790995,3
783,79,50,1.5433302,4
784,79,302,1.5302807,5
785,79,124,1.3281602,6
786,79,300,1.3225523,7
787,79,475,1.2873929,8
788,79,83,1.1947712,9
789,79,181,1.1888521,10
790,80,318,0.81058955,1
791,80,357,0.670995,2
792,80,127,0.6687354,3
793,80,98,0.66074187,4
794,80,197,0.6023727,5
795,80,174,0.58730984,6
796,80,286,0.56935376,7
797,80,69,0.56766737,8
798,80,216,0.5578994,9
799,80,50,0.5571798,10
800,81,117,2.1744869,1
801,81,50,2.0490336,2
802,81,15,2.0189345,3
803,81,9,1.8558619,4
804,81,742,1.7079353,5
805,81,125,1.7047787,6
806,81,181,1.6756552,7
807,81,257,1.5179255,8
808,81,471,1.5088849,9
809,81,508,1.4292654,10
810,82,98,2.9201682,1
811,82,132,2.6885233,2
812,82,427,2.597316,3
813,82,498,2.5516865,4
814,82,194,2.5493524,5
815,82,204,2.5316122,6
816,82,172,2.5085537,7
817,82,423,2.357485,8
818,82,117,2.3360648,9
819,82,135,2.25241,10
820,83,237,3.8468204,1
821,83,742,2.9816396,2
822,83,282,2.9245572,3
823,83,210,2.724495,4
824,83,202,2.4726853,5
825,83,257,2.3641078,6
826,83,385,2.3631306,7
827,83,172,2.2741795,8
828,83,284,2.252881,9
829,83,97,2.02431,10
830,84,121,2.5659387,1
831,84,50,2.3304203,2
832,84,471,2.1736884,3
833,84,9,2.1489015,4
834,84,405,2.1485484,5
835,84,125,2.096264,6
836,84,118,2.0454679,7
837,84,742,2.0335834,8
838,84,127,2.0329847,9
839,84,181,1.917731,10
840,85,603,4.384052,1
841,85,185,4.159927,2
842,85,427,4.0523543,3
843,85,484,3.3515472,4
844,85,183,2.933856,5
845,85,178,2.888744,6
846,85,285,2.8393466,7
847,85,302,2.7821555,8
848,85,131,2.7107725,9
849,85,507,2.656462,10
850,86,313,0.86715686,1
851,86,258,0.83434075,2
852,86,302,0.82751316,3
853,86,300,0.81862116,4
854,86,286,0.7079655,5
855,86,272,0.6623667,6
856,86,307,0.58138204,7
857,86,315,0.5771237,8
858,86,333,0.54654706,9
859,86,301,0.51101303,10
860,87,210,4.7205944,1
861,87,173,3.7010827,2
862,87,168,3.4489322,3
863,87,12,3.4187462,4
864,87,82,3.3995454,5
865,87,265,3.3929875,6
866,87,226,3.3808744,7
867,87,117,3.2963846,8
868,87,176,3.144652,9
869,87,367,2.776345,10
870,88,258,0.98108244,1
871,88,302,0.92880803,2
872,88,272,0.7742338,3
873,88,269,0.73516357,4
874,88,328,0.73013,5
875,88,315,0.64899373,6
876,88,307,0.6174559,7
877,88,333,0.59395576,8
878,88,301,0.57115,9
879,88,316,0.56361604,10
880,89,286,2.1582718,1
881,89,285,1.9991087,2
882,89,276,1.9512652,3
883,89,116,1.9096407,4
884,89,258,1.8658385,5
885,89,117,1.8403463,6
886,89,124,1.7703484,7
887,89,9,1.7564484,8
888,89,125,1.6582403,9
889,89,70,1.6415174,10
890,90,582,4.1541295,1
891,90,124,4.109303,2
892,90,484,3.9184628,3
893,90,504,3.907887,4
894,90,663,3.8441403,5
895,90,510,3.740432,6
896,90,520,3.73242,7
897,90,792,3.5811996,8
898,90,58,3.4987996,9
899,90,238,3.4960866,10
900,91,258,2.8326907,1
901,91,172,2.8309183,2
902,91,199,2.5805626,3
903,91,180,2.4112926,4
904,91,496,2.4026172,5
905,91,194,2.3720033,6
906,91,523,2.3421438,7
907,91,423,2.3233762,8
908,91,302,2.2349625,9
909,91,197,2.226763,10
910,92,151,4.302332,1
911,92,172,3.8910017,2
912,92,168,3.4907153,3
913,92,70,3.384266,4
914,92,550,3.174582,5
915,92,188,3.1589413,6
916,92,127,3.0677798,7
917,92,77,3.0281374,8
918,92,185,2.853785,9
919,92,739,2.7611353,10
920,93,237,0.5995889,1
921,93,275,0.5933498,2
922,93,50,0.5871589,3
923,93,15,0.5835949,4
924,93,100,0.58109516,5
925,93,117,0.55208445,6
926,93,405,0.54696107,7
927,93,181,0.5413775,8
928,93,222,0.5239809,9
929,93,25,0.50278956,10
930,94,582,3.9770062,1
931,94,184,3.3859918,2
932,94,65,3.3279045,3
933,94,660,3.3166807,4
934,94,95,3.1012409,5
935,94,265,3.0222273,6
936,94,427,2.9567025,7
937,94,747,2.8822029,8
938,94,197,2.8339958,9
939,94,276,2.7532036,10
940,95,172,4.7145243,1
941,95,1,3.614635,2
942,95,230,3.4267302,3
943,95,222,3.3507586,4
944,95,318,3.291728,5
945,95,135,3.1698945,6
946,95,732,3.0424197,7
947,95,435,2.7677205,8
948,95,66,2.7567592,9
949,95,527,2.6880844,10
950,96,172,2.5635202,1
951,96,357,2.445962,2
952,96,22,2.215508,3
953,96,12,2.1088328,4
954,96,135,2.0679564,5
955,96,69,2.0092585,6
956,96,168,1.9983109,7
957,96,180,1.9823807,8
958,96,210,1.9007092,9
959,96,204,1.7711837,10
960,97,50,3.3279152,1
961,97,181,2.5473988,2
962,97,98,2.3809779,3
963,97,210,2.2072365,4
964,97,56,2.1300154,5
965,97,483,2.0352314,6
966,97,89,1.9875325,7
967,97,176,1.8887651,8
968,97,474,1.8617927,9
969,97,194,1.7465175,10
970,98,483,0.60159415,1
971,98,480,0.5748694,2
972,98,174,0.57417464,3
973,98,603,0.550733,4
974,98,705,0.5492429,5
975,98,482,0.53752404,6
976,98,479,0.5273796,7
977,98,208,0.5255422,8
978,98,484,0.52392936,9
979,98,498,0.52121425,10
980,99,50,3.7548113,1
981,99,127,3.1006486,2
982,99,257,2.5953922,3
983,99,15,2.5918455,4
984,99,298,2.4460053,5
985,99,9,2.4294128,6
986,99,333,2.4101834,7
987,99,111,2.3812108,8
988,99,302,2.196307,9
989,99,293,2.178389,10
990,100,302,3.248914,1
991,100,307,2.234936,2
992,100,301,1.8873458,3
993,100,750,1.864881,4
994,100,332,1.8354511,5
995,100,327,1.8228467,6
996,100,340,1.8111509,7
997,100,288,1.7982112,8
998,100,268,1.7414495,9
999,100,748,1.6912286,10
1000,101,405,2.4328983,1
1001,101,15,2.1000428,2
1002,101,100,2.0786147,3
1003,101,282,1.9506083,4
1004,101,25,1.8467139,5
1005,101,222,1.8056868,6
1006,101,276,1.5786555,7
1007,101,471,1.5701299,8
1008,101,274,1.4395928,9
