,user_id,item_id,score,rank
94,10,657,3.3860445,5
95,10,523,3.1194913,6
96,10,528,2.8593795,7
97,10,89,2.8367772,8
98,10,209,2.8096719,9
99,10,515,2.7319593,10
100,11,660,2.45857,1
101,11,275,2.4204457,2
102,11,174,2.26865,3
103,11,50,2.232681,4
104,11,655,2.2016861,5
105,11,64,2.1782458,6
106,11,143,2.15094,7
107,11,172,2.1360865,8
108,11,202,2.1243749,9
109,11,582,2.1105433,10
110,12,64,2.2422023,1
111,12,22,2.143047,2
112,12,423,2.0773518,3
113,12,28,1.9074607,4
114,12,79,1.8578784,5
115,12,181,1.8035575,6
116,12,196,1.7849791,7
117,12,210,1.7381313,8
118,12,56,1.7102616,9
119,12,357,1.7028798,10
120,13,479,5.007973,1
121,13,134,4.4938006,2
122,13,496,3.8714929,3
123,13,498,3.8412657,4
124,13,203,3.7790513,5
125,13,136,3.487373,6
126,13,213,3.3241813,7
127,13,47,3.055271,8
128,13,513,3.0402877,9
129,13,607,3.0391133,10
130,14,100,3.5296972,1
131,14,1,2.8812163,2
132,14,56,2.32231,3
133,14,257,2.241179,4
134,14,151,2.2100782,5
135,14,209,2.102187,6
136,14,137,2.099273,7
137,14,175,2.0483444,8
138,14,169,2.0315592,9
139,14,483,1.9657753,10
140,15,117,2.9775276,1
141,15,100,2.455961,2
142,15,294,2.3747745,3
143,15,313,2.2990363,4
144,15,742,2.1821165,5
145,15,276,1.9726409,6
146,15,245,1.6325719,7
147,15,597,1.6071022,8
148,15,298,1.6026766,9
149,15,284,1.5620233,10
150,16,56,4.544026,1
151,16,50,3.9407833,2
152,16,187,3.6778321,3
153,16,132,3.231611,4
154,16,23,3.2057514,5
155,16,483,3.155161,6
156,16,196,2.948571,7
157,16,168,2.9181376,8
158,16,181,2.8856537,9
159,16,210,2.7811427,10
160,17,100,1.1355599,1
161,17,50,0.9450619,2
162,17,7,0.9105371,3
163,17,121,0.84596205,4
164,17,25,0.7955831,5
165,17,15,0.7505307,6
166,17,257,0.73854566,7
167,17,275,0.71346784,8
168,17,405,0.71246225,9
169,17,181,0.6824922,10
170,18,173,4.127911,1
171,18,196,4.030094,2
172,18,124,3.6946998,3
173,18,511,3.6830091,4
174,18,655,3.5467327,5
175,18,199,3.3169339,6
176,18,58,3.2833467,7
177,18,433,2.8903763,8
178,18,531,2.8425539,9
179,18,606,2.768024,10
180,19,269,0.3819812,1
181,19,286,0.37349984,2
182,19,302,0.37002146,3
183,19,272,0.3229219,4
184,19,300,0.32000348,5
185,19,174,0.28778073,6
186,19,50,0.2765034,7
187,19,315,0.259721,8
188,19,172,0.2589847,9
189,19,173,0.25724077,10
190,20,1,1.8877097,1
191,20,222,1.2868226,2
192,20,121,1.278995,3
193,20,69,1.2706246,4
194,20,173,1.2045864,5
195,20,28,1.1752979,6
196,20,117,1.1174992,7
197,20,168,1.0777588,8
198,20,257,1.0746121,9
199,20,294,1.0679986,10
200,21,313,2.4810836,1
201,21,98,2.4009166,2
202,21,475,2.3370807,3
203,21,333,2.3327925,4
204,21,151,2.214912,5
205,21,183,2.0298176,6
206,21,307,1.8891188,7
207,21,742,1.8852562,8
208,21,508,1.8771039,9
209,21,268,1.8749567,10
210,22,96,4.1748843,1
211,22,173,3.135988,2
212,22,82,2.9248571,3
213,22,22,2.7392228,4
214,22,183,2.6785622,5
215,22,227,2.5324547,6
216,22,257,2.39099,7
217,22,56,2.3313284,8
218,22,186,2.1978366,9
219,22,177,1.9642512,10
220,23,168,4.464504,1
221,23,210,3.2776957,2
222,23,83,2.97619,3
223,23,169,2.943493,4
224,23,183,2.799152,5
225,23,135,2.7932796,6
226,23,208,2.6716783,7
227,23,186,2.4857228,8
228,23,179,2.3781788,9
229,23,474,2.2818174,10
230,24,318,2.889879,1
231,24,56,2.8069613,2
232,24,50,2.4459846,3
233,24,1,1.8954393,4
234,24,174,1.8614355,5
235,24,423,1.8237936,6
236,24,196,1.7110786,7
237,24,508,1.6943198,8
238,24,28,1.6896697,9
239,24,234,1.6733,10
240,25,174,2.9591362,1
241,25,172,2.7160628,2
242,25,168,2.6838558,3
243,25,100,2.033218,4
244,25,89,1.9925901,5
245,25,210,1.9861519,6
246,25,191,1.9665939,7
247,25,483,1.952958,8
248,25,496,1.9419144,9
249,25,132,1.9126083,10
250,26,100,3.3819675,1
251,26,257,2.9665098,2
252,26,7,2.6583521,3
253,26,286,2.272048,4
254,26,273,2.0873978,5
255,26,9,1.9650736,6
256,26,147,1.9206682,7
257,26,508,1.76582,8
258,26,245,1.75619,9
259,26,275,1.7384272,10
260,27,117,0.6432803,1
261,27,100,0.64135855,2
262,27,7,0.6260149,3
263,27,1,0.544799,4
264,27,237,0.53621525,5
265,27,405,0.53298753,6
266,27,276,0.5160211,7
267,27,282,0.5104469,8
268,27,118,0.5092979,9
269,27,151,0.49588677,10
270,28,183,2.98993,1
271,28,50,2.178896,2
272,28,181,1.9881837,3
273,28,135,1.9140574,4
274,28,172,1.6827672,5
275,28,559,1.6773506,6
276,28,82,1.639727,7
277,28,174,1.62533,8
278,28,121,1.6059332,9
279,28,91,1.4946914,10
280,29,302,1.0748714,1
281,29,313,0.9860004,2
282,29,272,0.849151,3
283,29,300,0.84175944,4
284,29,258,0.8176412,5
285,29,286,0.78467,6
286,29,333,0.7594114,7
287,29,328,0.74459857,8
288,29,269,0.7372748,9
289,29,127,0.6990322,10
290,30,258,1.7527511,1
291,30,300,1.5892873,2
292,30,269,1.1120238,3
293,30,294,1.0780101,4
294,30,328,1.057323,5
295,30,173,1.0366822,6
296,30,272,0.99798954,7
297,30,302,0.9836435,8
298,30,1,0.97141093,9
299,30,748,0.96366316,10
300,31,603,0.8031685,1
301,31,482,0.7847077,2
302,31,480,0.7346276,3
303,31,479,0.7317501,4
304,31,657,0.71329886,5
305,31,654,0.70171493,6
306,31,514,0.69123507,7
307,31,483,0.6809141,8
308,31,23,0.6755447,9
309,31,313,0.6409803,10
310,32,100,1.954235,1
311,32,1,1.9361618,2
312,32,257,1.6903191,3
313,32,258,1.6160822,4
314,32,121,1.4437822,5
315,32,127,1.2364497,6
316,32,237,1.1953495,7
317,32,25,1.120403,8
318,32,508,1.0523264,9
319,32,273,1.0293403,10
320,33,286,1.3218709,1
321,33,302,1.2625955,2
322,33,272,1.2578001,3
323,33,269,1.0635918,4
324,33,326,1.042256,5
325,33,294,1.0345557,6
326,33,748,0.95047855,7
327,33,315,0.94405717,8
328,33,340,0.9299216,9
329,33,268,0.92624944,10
330,34,313,1.035356,1
331,34,258,0.86118215,2
332,34,300,0.8502075,3
333,34,302,0.81266963,4
334,34,272,0.78656685,5
335,34,269,0.7241219,6
336,34,328,0.7185131,7
337,34,333,0.64666665,8
338,34,315,0.60886616,9
339,34,307,0.60682017,10
340,35,313,0.917717,1
341,35,258,0.72823066,2
342,35,328,0.67790246,3
343,35,272,0.66141665,4
344,35,302,0.64015085,5
345,35,286,0.6123763,6
346,35,333,0.6051375,7
347,35,307,0.54216146,8
348,35,294,0.5324287,9
349,35,269,0.5210849,10
350,36,313,0.64431643,1
351,36,302,0.54694194,2
352,36,258,0.5333883,3
353,36,300,0.5077954,4
354,36,272,0.4999352,5
355,36,286,0.47128478,6
356,36,328,0.43106535,7
357,36,333,0.40272564,8
358,36,315,0.38968167,9
359,36,340,0.3678835,10
360,37,195,2.2910109,1
361,37,181,2.1201541,2
362,37,176,1.9652265,3
363,37,228,1.9132874,4
364,37,144,1.8531576,5
365,37,22,1.6947032,6
366,37,227,1.5502756,7
367,37,684,1.5101291,8
368,37,265,1.4719774,9
369,37,431,1.4642833,10
370,38,143,2.5527463,1
371,38,132,2.3290818,2
372,38,423,2.2556899,3
373,38,151,2.0184965,4
374,38,121,1.8905376,5
375,38,215,1.8731158,6
376,38,125,1.872578,7
377,38,15,1.8659534,8
378,38,559,1.8490086,9
379,38,378,1.816136,10
380,39,286,1.1661763,1
381,39,272,1.1491997,2
382,39,269,1.1093922,3
383,39,328,1.0174444,4
384,39,307,0.870799,5
385,39,268,0.8496789,6
386,39,340,0.8201733,7
387,39,326,0.7945089,8
388,39,751,0.7782226,9
389,39,750,0.7765869,10
390,40,313,1.9043078,1
391,40,286,1.3934263,2
392,40,269,1.3758032,3
393,40,307,1.1471173,4
394,40,315,1.134796,5
395,40,751,1.0197062,6
396,40,326,1.0143269,7
397,40,332,0.9871605,8
398,40,750,0.98673975,9
399,40,301,0.9770795,10
400,41,174,2.3661177,1
401,41,172,1.9293457,2
402,41,181,1.7033434,3
403,41,204,1.6428909,4
404,41,127,1.5779903,5
405,41,64,1.5693123,6
406,41,69,1.4322088,7
407,41,210,1.4059678,8
408,41,483,1.4055352,9
409,41,22,1.37785,10
410,42,69,4.9080772,1
411,42,22,3.811575,2
412,42,393,3.7202637,3
413,42,117,3.5104363,4
414,42,98,3.4044228,5
415,42,739,2.864778,6
416,42,191,2.7798595,7
417,42,8,2.7045224,8
418,42,378,2.5609148,9
419,42,186,2.523917,10
420,43,22,3.5540633,1
421,43,125,3.517713,2
422,43,83,3.3536572,3
423,43,66,3.276262,4
424,43,64,3.0974054,5
425,43,419,2.939384,6
426,43,451,2.8131063,7
427,43,132,2.7487485,8
428,43,748,2.6373792,9
429,43,255,2.617676,10
430,44,174,4.610673,1
431,44,28,3.144179,2
432,44,56,3.0557067,3
433,44,234,3.0548992,4
434,44,210,3.0547354,5
435,44,79,2.9443557,6
436,44,288,2.6597135,7
437,44,95,2.6299052,8
438,44,483,2.5828092,9
439,44,127,2.5407684,10
440,45,1,2.4459798,1
441,45,117,2.1645625,2
442,45,405,1.9179773,3
443,45,100,1.830501,4
444,45,237,1.7139076,5
445,45,222,1.6520442,6
446,45,125,1.5574331,7
447,45,15,1.5431706,8
448,45,546,1.3788288,9
449,45,294,1.2943817,10
450,46,258,1.9765608,1
451,46,302,1.4570082,2
452,46,272,1.3785771,3
453,46,269,1.2848977,4
454,46,294,1.2631518,5
455,46,268,1.1006359,6
456,46,326,1.0919309,7
457,46,340,1.0463529,8
458,46,50,1.0440978,9
459,46,315,1.020211,10
460,47,313,1.2703451,1
461,47,258,1.0697957,2
462,47,269,1.0412399,3
463,47,272,1.0149711,4
464,47,300,0.8968303,5
465,47,333,0.82450306,6
466,47,328,0.8173577,7
467,47,315,0.787062,8
468,47,307,0.76611656,9
469,47,301,0.7154119,10
470,48,50,2.4692788,1
471,48,135,1.8955367,2
472,48,127,1.6949793,3
473,48,197,1.6772898,4
474,48,168,1.6460527,5
475,48,474,1.5747241,6
476,48,318,1.5305512,7
477,48,69,1.5116891,8
478,48,423,1.5072106,9
479,48,134,1.469662,10
480,49,288,2.8622172,1
481,49,238,2.7478428,2
482,49,7,2.5761335,3
483,49,109,2.1299546,4
484,49,246,2.12193,5
485,49,169,2.0308459,6
486,49,156,1.9322622,7
487,49,408,1.9207797,8
488,49,153,1.8794918,9
489,49,201,1.8763065,10
490,50,276,0.5024389,1
491,50,7,0.48702362,2
492,50,288,0.46322322,3
493,50,508,0.44326487,4
494,50,268,0.3863453,5
495,50,237,0.3669269,6
496,50,127,0.36441532,7
497,50,258,0.33936173,8
498,50,93,0.3372764,9
499,50,129,0.33514982,10
500,51,174,0.59117603,1
501,51,50,0.58576566,2
502,51,172,0.45419228,3
503,51,318,0.44722107,4
504,51,98,0.43779,5
505,51,69,0.4237151,6
506,51,204,0.42220747,7
507,51,210,0.39022985,8
508,51,423,0.3881977,9
509,51,127,0.38479206,10
510,52,1,2.5235355,1
511,52,50,2.460678,2
512,52,181,1.9487007,3
513,52,275,1.9124638,4
514,52,276,1.8040352,5
515,52,15,1.803774,6
516,52,222,1.7799052,7
517,52,9,1.7370265,8
518,52,286,1.6033896,9
519,52,742,1.5411227,10
520,53,1,1.6309235,1
521,53,222,1.2741599,2
522,53,121,1.2726762,3
523,53,117,1.1666343,4
524,53,405,1.0119501,5
525,53,127,0.936159,6
526,53,237,0.8992268,7
527,53,118,0.83367366,8
528,53,258,0.7917968,9
529,53,111,0.77838755,10
530,54,121,2.596757,1
531,54,294,2.5551095,2
532,54,300,2.4861255,3
533,54,222,2.1570952,4
534,54,237,2.060318,5
535,54,333,1.9581318,6
536,54,286,1.8885013,7
537,54,282,1.777442,8
538,54,276,1.7573593,9
539,54,125,1.671492,10
540,55,50,0.60663146,1
541,55,181,0.5413669,2
542,55,222,0.49540088,3
543,55,174,0.44639352,4
544,55,96,0.42592797,5
545,55,195,0.4179344,6
546,55,176,0.41105804,7
547,55,100,0.39153177,8
548,55,183,0.38517562,9
549,55,127,0.37725225,10
550,56,172,4.940246,1
551,56,230,3.345879,2
552,56,69,3.3128846,3
553,56,257,3.0390341,4
554,56,431,2.7057955,5
555,56,196,2.5891912,6
556,56,566,2.4886377,7
557,56,419,2.3815794,8
558,56,380,2.3018415,9
559,56,215,2.2717957,10
560,57,294,3.0481184,1
561,57,742,3.015974,2
562,57,127,2.9328523,3
563,57,118,2.8896074,4
564,57,25,2.682669,5
565,57,276,2.354249,6
566,57,300,2.139051,7
567,57,174,2.106274,8
568,57,273,2.0442443,9
569,57,274,2.0008295,10
570,58,475,3.6153831,1
571,58,179,2.7184238,2
572,58,14,2.6395278,3
573,58,83,2.6251073,4
574,58,258,2.4769053,5
575,58,357,2.4608655,6
576,58,202,2.4192402,7
577,58,276,2.4145758,8
578,58,197,2.398062,9
579,58,42,2.3964198,10
580,59,153,4.080485,1
581,59,509,3.8730924,2
582,59,223,3.7275681,3
583,59,164,3.6944702,4
584,59,631,3.575808,5
585,59,213,3.5754344,6
586,59,275,3.553207,7
587,59,157,3.4063253,8
588,59,154,3.400855,9
589,59,222,3.3765543,10
590,60,474,4.301026,1
591,60,191,3.735548,2
592,60,432,3.555628,3
593,60,172,3.4666476,4
594,60,657,3.4194214,5
595,60,127,3.3538702,6
596,60,504,3.3147225,7
597,60,520,3.2967746,8
598,60,526,3.2668996,9
599,60,527,3.2149298,10
600,61,313,0.8083185,1
601,61,300,0.6911593,2
602,61,258,0.65779585,3
603,61,272,0.58028674,4
604,61,302,0.5753497,5
605,61,286,0.5402767,6
606,61,333,0.5265482,7
607,61,307,0.4894336,8
608,61,269,0.47433782,9
609,61,326,0.44894147,10
610,62,258,3.3363774,1
611,62,79,3.2723136,2
612,62,25,2.8710523,3
613,62,137,2.8132615,4
614,62,175,2.743868,5
615,62,234,2.6730087,6
616,62,86,2.6524582,7
617,62,202,2.5990918,8
618,62,265,2.5231175,9
619,62,111,2.5138958,10
620,63,7,2.3698018,1
621,63,275,2.3100498,2
622,63,237,2.2953203,3
623,63,117,2.1576917,4
624,63,151,1.9340324,5
625,63,313,1.9243897,6
626,63,9,1.8910667,7
627,63,222,1.8645693,8
628,63,124,1.8545415,9
629,63,127,1.7216798,10
630,64,204,4.410494,1
631,64,357,3.2402344,2
632,64,180,2.7804954,3
633,64,483,2.60598,4
634,64,200,2.4551694,5
635,64,474,2.3402221,6
636,64,187,2.2668211,7
637,64,88,2.2471888,8
638,64,193,2.2427413,9
639,64,286,2.227053,10
640,65,318,3.3355188,1
641,65,204,2.1157694,2
642,65,357,2.0054224,3
643,65,174,1.987403,4
644,65,143,1.9854321,5
645,65,132,1.9646766,6
646,65,22,1.9128768,7
647,65,191,1.8119402,8
648,65,71,1.8059366,9
649,65,58,1.6581455,10
650,66,100,1.8423711,1
651,66,222,1.5906538,2
652,66,127,1.493946,3
653,66,742,1.4278017,4
654,66,118,1.4222549,5
655,66,15,1.3785222,6
656,66,111,1.3054675,7
657,66,125,1.2993459,8
658,66,151,1.2298751,9
659,66,25,1.2215128,10
660,67,742,1.021678,1
661,67,100,1.0101581,2
662,67,118,1.010109,3
663,67,257,0.997134,4
664,67,237,0.956307,5
665,67,50,0.9352214,6
666,67,7,0.89622974,7
667,67,546,0.89585596,8
668,67,25,0.88252133,9
669,67,111,0.8474065,10
670,68,1,1.4346187,1
671,68,100,1.4165157,2
672,68,50,1.2815049,3
673,68,15,1.1650416,4
674,68,125,1.0209454,5
675,68,282,1.0156568,6
676,68,222,1.007586,7
677,68,471,1.0068187,8
678,68,257,0.99307287,9
679,68,151,0.87975574,10
680,69,127,2.8162055,1
681,69,1,2.2862532,2
682,69,276,1.8101377,3
683,69,257,1.7651877,4
684,69,286,1.657061,5
685,69,313,1.5878544,6
686,69,64,1.5679523,7
687,69,9,1.5591266,8
688,69,11,1.5282722,9
689,69,357,1.5000792,10
690,70,151,2.8401437,1
691,70,202,2.8084514,2
692,70,195,2.569754,3
693,70,258,2.451928,4
694,70,176,2.443194,5
695,70,71,2.442626,6
696,70,423,2.3914382,7
697,70,153,2.289544,8
698,70,98,2.225533,9
699,70,154,2.160031,10
700,71,50,1.660135,1
701,71,127,1.2584378,2
702,71,7,1.2428511,3
703,71,258,1.0900567,4
704,71,9,0.96740454,5
705,71,1,0.95304215,6
706,71,12,0.90757084,7
707,71,137,0.8599366,8
708,71,318,0.84669626,9
709,71,175,0.83090484,10
710,72,79,3.5613165,1
711,72,22,3.5214677,2
712,72,183,2.7322152,3
713,72,651,2.726111,4
714,72,11,2.6969986,5
715,72,216,2.6939087,6
716,72,282,2.5735261,7
717,72,89,2.42716,8
718,72,483,2.30188,9
719,72,276,2.2559276,10
720,73,98,2.063654,1
721,73,50,1.9597486,2
722,73,174,1.8062804,3
723,73,23,1.7931752,4
724,73,168,1.6622459,5
725,73,238,1.6379038,6
726,73,182,1.6063621,7
727,73,209,1.524036,8
728,73,302,1.5238868,9
729,73,172,1.4742855,10
730,74,313,2.3097217,1
731,74,286,2.1694736,2
732,74,333,1.7188425,3
733,74,269,1.5511879,4
734,74,748,1.1737524,5
735,74,127,1.1640519,6
736,74,301,1.1540723,7
737,74,50,1.1374775,8
738,74,332,1.1154019,9
739,74,323,1.1025448,10
740,75,50,2.4342089,1
741,75,257,2.3751926,2
742,75,7,2.1866777,3
743,75,15,2.1011465,4
744,75,181,1.9913019,5
745,75,282,1.9256349,6
746,75,276,1.9239908,7
747,75,597,1.6341686,8
748,75,127,1.6129103,9
749,75,274,1.6059817,10
750,76,475,2.0799067,1
751,76,127,2.0508764,2
752,76,12,2.006008,3
753,76,9,1.624089,4
754,76,180,1.5855546,5
755,76,357,1.5643593,6
756,76,238,1.5503172,7
757,76,179,1.5449488,8
758,76,50,1.5222316,9
759,76,64,1.4632066,10
760,77,50,3.5054326,1
761,77,181,2.7660148,2
762,77,176,2.006366,3
763,77,135,1.9894849,4
764,77,7,1.9206696,5
765,77,204,1.842458,6
766,77,79,1.6041124,7
767,77,180,1.5921731,8
768,77,179,1.5610489,9
769,77,186,1.5074738,10
770,78,313,0.47315043,1
771,78,294,0.42675555,2
772,78,300,0.42605782,3
773,78,258,0.40406972,4
774,78,50,0.40362775,5
775,78,268,0.3937353,6
776,78,1,0.37475875,7
777,78,302,0.37039474,8
778,78,272,0.353444,9
779,78,748,0.33798316,10
780,79,286,2.3067608,1
781,79,14,1.7285187,2
782,79,7,1.6592276,3
783,79,302,1.6281937,4
784,79,313,1.606232,5
785,79,137,1.5688273,6
786,79,475,1.5488925,7
787,79,181,1.3979701,8
788,79,300,1.2662807,9
789,79,9,1.2585746,10
790,80,318,0.982746,1
791,80,127,0.79551905,2
792,80,174,0.7468672,3
793,80,98,0.6741035,4
794,80,216,0.67298955,5
795,80,100,0.66071606,6
796,80,197,0.6489302,7
797,80,69,0.638836,8
798,80,56,0.6284834,9
799,80,12,0.62055165,10
800,81,117,2.0519426,1
801,81,50,1.9781938,2
802,81,15,1.745076,3
803,81,7,1.7347404,4
804,81,9,1.6129477,5
805,81,282,1.5252135,6
806,81,257,1.5108781,7
807,81,125,1.5014389,8
808,81,181,1.4996125,9
809,81,118,1.4052132,10
810,82,98,2.874743,1
811,82,132,2.8466597,2
812,82,15,2.6637352,3
813,82,172,2.5732343,4
814,82,427,2.5655074,5
815,82,423,2.5331497,6
816,82,117,2.5041144,7
817,82,204,2.498279,8
818,82,498,2.4696465,9
819,82,173,2.2255127,10
820,83,237,3.8013918,1
821,83,742,3.0522144,2
822,83,118,2.9633129,3
823,83,282,2.8969657,4
824,83,202,2.6315627,5
825,83,82,2.5468147,6
826,83,318,2.51184,7
827,83,284,2.3411388,8
828,83,257,2.2837265,9
829,83,143,2.2414827,10
830,84,237,2.8409476,1
831,84,127,2.1134236,2
832,84,50,2.0977063,3
833,84,471,2.0443728,4
834,84,118,1.8975097,5
835,84,125,1.8803115,6
836,84,9,1.8502142,7
837,84,181,1.7904012,8
838,84,275,1.7295388,9
839,84,284,1.6260464,10
840,85,603,4.3645062,1
841,85,185,4.2260704,2
842,85,484,3.2758937,3
843,85,183,2.954971,4
844,85,83,2.895438,5
845,85,202,2.8903756,6
846,85,178,2.8350651,7
847,85,187,2.6955836,8
848,85,131,2.6857328,9
849,85,285,2.5977705,10
850,86,313,1.0599593,1
851,86,302,0.7489758,2
852,86,328,0.72343665,3
853,86,269,0.71593434,4
854,86,272,0.7139119,5
855,86,333,0.66206795,6
856,86,307,0.6001293,7
857,86,288,0.56154716,8
858,86,315,0.53765434,9
859,86,690,0.5371048,10
860,87,173,3.85576,1
861,87,168,3.5187964,2
862,87,2,3.5036843,3
863,87,117,3.373038,4
864,87,226,3.3715243,5
865,87,12,3.3055718,6
866,87,265,3.1378782,7
867,87,187,2.9548063,8
868,87,95,2.8130405,9
869,87,257,2.787724,10
870,88,313,0.95732844,1
871,88,272,0.78061056,2
872,88,300,0.74704295,3
873,88,258,0.69914913,4
874,88,269,0.6939026,5
875,88,286,0.68467253,6
876,88,328,0.6548684,7
877,88,333,0.6073991,8
878,88,307,0.5641179,9
879,88,268,0.5625839,10
880,89,151,2.2221448,1
881,89,276,2.126726,2
882,89,9,1.9704738,3
883,89,124,1.9246299,4
884,89,258,1.8389627,5
885,89,83,1.8304334,6
886,89,286,1.8028256,7
887,89,285,1.7776535,8
888,89,70,1.7663223,9
889,89,274,1.7343806,10
890,90,124,4.2521896,1
891,90,582,4.230002,2
892,90,504,4.0348387,3
893,90,187,3.891744,4
894,90,663,3.6812234,5
895,90,238,3.6622446,6
896,90,520,3.620246,7
897,90,484,3.602956,8
898,90,792,3.5525382,9
899,90,510,3.4555073,10
900,91,496,2.6938195,1
901,91,195,2.669794,2
902,91,197,2.602706,3
903,91,180,2.558818,4
904,91,194,2.5567725,5
905,91,258,2.4729233,6
906,91,96,2.4275837,7
907,91,199,2.3650565,8
908,91,185,2.1564445,9
909,91,133,2.136146,10
910,92,121,4.1801243,1
911,92,151,4.1626387,2
912,92,176,3.9931386,3
913,92,70,3.1588051,4
914,92,185,2.9961138,5
915,92,550,2.9327872,6
916,92,127,2.9194438,7
917,92,97,2.8447616,8
918,92,188,2.8358178,9
919,92,470,2.7625608,10
920,93,1,0.68951994,1
921,93,121,0.6430732,2
922,93,237,0.58800954,3
923,93,117,0.5760293,4
924,93,25,0.56353956,5
925,93,111,0.5633179,6
926,93,405,0.5311843,7
927,93,125,0.51488084,8
928,93,151,0.5145496,9
929,93,257,0.49683583,10
930,94,218,5.4601026,1
931,94,174,3.7793505,2
932,94,582,3.668323,3
933,94,216,3.567381,4
934,94,95,3.4208372,5
935,94,65,3.3578804,6
936,94,427,3.010239,7
937,94,660,3.0035493,8
938,94,240,2.903368,9
939,94,747,2.8268292,10
940,95,174,5.2281146,1
941,95,222,3.7493668,2
942,95,143,3.6682305,3
943,95,230,3.4210594,4
944,95,318,3.3573194,5
945,95,732,3.1112263,6
946,95,483,2.8976288,7
947,95,435,2.8482563,8
948,95,66,2.8005579,9
949,95,56,2.749055,10
950,96,172,2.3538287,1
951,96,357,2.196931,2
952,96,64,2.0548909,3
953,96,135,2.0408154,4
954,96,100,1.9623698,5
955,96,180,1.943791,6
956,96,22,1.9227736,7
957,96,168,1.9137491,8
958,96,12,1.8405352,9
959,96,69,1.7627301,10
960,97,181,3.3214962,1
961,97,168,2.883973,2
962,97,210,2.2426708,3
963,97,176,2.1982982,4
964,97,483,2.1077673,5
965,97,56,2.0920496,6
966,97,474,2.0450468,7
967,97,127,1.862837,8
968,97,22,1.6327425,9
969,97,28,1.6162502,10
970,98,168,0.4693169,1
971,98,174,0.45143694,2
972,98,514,0.43989137,3
973,98,208,0.43577203,4
974,98,173,0.42204735,5
975,98,474,0.41928113,6
976,98,705,0.41047618,7
977,98,191,0.41027373,8
978,98,83,0.40938967,9
979,98,511,0.4033449,10
980,99,127,3.4197338,1
981,99,181,3.074701,2
982,99,742,2.8077934,3
983,99,257,2.5662107,4
984,99,15,2.5069818,5
985,99,333,2.4723423,6
986,99,298,2.401568,7
987,99,9,2.2857027,8
988,99,286,2.140063,9
989,99,318,2.1350696,10
990,100,333,2.556725,1
991,100,307,2.3415043,2
992,100,332,2.0315776,3
993,100,316,1.9618747,4
994,100,301,1.9586542,5
995,100,748,1.9478866,6
996,100,327,1.8180406,7
997,100,289,1.6629686,8
998,100,331,1.5678977,9
999,100,303,1.5115459,10
1000,101,121,3.0683093,1
1001,101,118,2.3831275,2
1002,101,15,2.108118,3
1003,101,100,2.0645013,4
1004,101,25,2.0310438,5
1005,101,294,1.7197924,6
1006,101,276,1.5655209,7
1007,101,274,1.527622,8
1008,101,591,1.3841745,9
